Key,Brazilian
groupLoot,"Saquear"
groupLootHelper,"Auxilio de Saque"
groupMedicine,"Medicinal"
groupMediumArmor,"Armadura Média"
groupMinesExplosives,"Minas/Explosivos"
groupMods,"Mods"
groupOutdoor,"Exterior"
groupPlumbing,"Encanamento"
groupPrefabBlocks,"Blocos POI"
groupPrefabEditor,"Prefab Editor"
groupRangedWeapons,"Armas à distância"
groupResources,"Recursos"
groupRoadProps,"Decoração da estrada"
groupRobotics,"Robótica"
groupSchematics,"Esquemas"
groupScience,"Ciência"
groupSeeds,"Sementes"
groupShrubs,"Arbustos"
groupSigns,"Placas"
groupSpecial,"Objetos Especiais"
groupStairs,"Escadaria"
groupStorage,"Armazenamento"
groupStorageEmpty,"Armazenamento vazio"
groupStorageHelpers,"Auxiliar de armazenamento"
groupStorageTanks,"Tanques de armazenamento"
groupStructural,"Estrutural"
groupSupport,"Apoio"
groupTerrain,"Terreno"
groupTools,"Ferramentas"
groupToolsTraps,"Ferramentas/Armadilhas"
groupTraps,"Armadilhas"
groupTrash,"Lixo"
groupTrees,"Árvores"
groupUnclassified,"Sem classificação"
groupVariantHelpers,"Auxiliares de variantes"
groupVegetation,"Vegetação"
groupVehicles,"Veículos"
groupVents,"Ventilação"
groupWeapons,"Armas"
groupWeaponsTools,"Armas e Ferramentas"
groupWindows,"Janelas"
groupWorkstations,"Estações de Trabalho"
groupWorkstationTools,"Ferramentas de Estações de Trabalho"
gunBotT1JunkSledge,"Marreta Robótica"
gunBotT1JunkSledgeDesc,"Você pode não ser bom em perfurar, mas possui a tecnologia.\nVocê também pode implantar isso no terreno usando a ação secundária.\nRepare com um kit de reparos.\nRecicle para obter peças de robótica."
gunBotT1JunkSledgeSchematic,"Diagrama de Marreta Robótica"
gunBotT2JunkTurret,"Torreta Robótica"
gunBotT2JunkTurretDesc,"Esta engenhoca pode ser disparada e recarregada feito uma arma. Usa munição de Torreta robótica como munição.\nVocê pode posicioná-la no chão usando a ação secundária.\nConserte com o kit de reparos.\nRecicle para obter peças de robótica."
gunBotT2JunkTurretSchematic,"Diagrama de Torreta Robótica"
gunBotT3JunkDrone,"Drone Robótico"
gunBotT3JunkDroneDesc,"Fabricado com peças de sucatas e robóticas, o drone robótico é o melhor companheiro do apocalipse. Pode curá-lo, ajudar em combate e carregar alguns itens."
gunBotT3JunkDroneSchematic,"Diagrama de Drone Robótico"
gunBowT0PrimitiveBow,"Arco Primitivo"
gunBowT0PrimitiveBowDesc,"Bom para caçar e abater zumbis. Use flechas como munição.\nSegure “recarregar” para alternar a munição.\n\nConserte com madeira.\nRecicle para obter madeira."
gunBowT1IronCrossbow,"Besta de Ferro"
gunBowT1IronCrossbowDesc,"Uma besta lenta para recarregar, mas que causa mais dano que um arco.\nEsta arma pode ser disparada debaixo d'água.\nSegure “recarregar” para alternar a munição.\nConserte com o kit de reparos.\nRecicle para obter peças de arco / besta."
gunBowT1IronCrossbowSchematic,"Diagrama de Besta de Ferro"
gunBowT1WoodenBow,"Arco de Madeira."
gunBowT1WoodenBowDesc,"Bom para caçar e abater zumbis. Use flechas como munição.\nSegure “recarregar” para alternar a munição.\n\nConserte com o kit de reparos.\nRecicle para obter peças de arco / besta."
gunBowT1WoodenBowSchematic,"Diagrama de Arco de Madeira"
gunBowT3CompoundBow,"Arco Composto"
gunBowT3CompoundBowDesc,"O arco composto causa mais dano e suas flechas voam de forma mais linear facilitando a mira.\n\nConserte com o kit de reparos.\nRecicle para obter peças de arco / besta."
gunBowT3CompoundBowSchematic,"Diagrama de Arco Composto"
gunBowT3CompoundCrossbowSchematic,"Diagrama de Besta Composta"
gunExplosivesT3RocketLauncher,"Lança-foguetes"
gunExplosivesT3RocketLauncherDesc,"Um lança-foguetes que dispara granadas de propulsão a jato.\n\nConserte com o kit de reparos.\nRecicle para obter peças de lança-foguetes."
gunExplosivesT3RocketLauncherSchematic,"Diagrama de Lança-foguetes"
gunHandgunT0PipePistol,"Pistola de Cano"
gunHandgunT0PipePistolBlueprint,"Diagrama de Revólver Enferrujado"
gunHandgunT0PipePistolDesc,"Pistola caseira que dispara munição de 9 mm.\n\nConserte com cano de ferro curto.\nRecicle para obter ferro."
gunHandgunT1Pistol,"Pistola"
gunHandgunT1PistolDesc,"Uma pistola básica que usa munição de 9 mm.\n\nConserte com o kit de reparos.\nRecicle para obter peças de arma curta."
gunHandgunT1PistolSchematic,"Diagrama de Pistola"
gunHandgunT2Magnum44,".44 Magnum"
gunHandgunT2Magnum44Desc,"O .44 Magnum é o rei das armas curtas. É a mais poderosa e também a mais barulhenta. Empunhe esse rapazote e deixe Clint orgulhoso.\n\nConserte com o kit de reparos.\nRecicle para obter peças de arma curta."
gunHandgunT2Magnum44Schematic,"Diagrama de .44 Magnum"
gunHandgunT3DesertVulture,"Desert Vulture calibre 44"
gunHandgunT3DesertVultureDesc,"Esta pistola pesada usa munição Magnum 44.\n\nRepare com um kit de reparos.\nRecicle para obter peças de arma curta."
gunHandgunT3DesertVultureSchematic,"Diagrama de Desert Vulture"
gunHandgunT3SMG5,"SMG-5"
gunHandgunT3SMG5Desc,"Uma submetralhadora que usa munição de 9 mm.\n\nConserte com o kit de reparos.\nRecicle para obter peças de arma curta."
gunHandgunT3SMG5Schematic,"Diagrama de SMG-5"
gunMGT0PipeMachineGun,"Metralhadora de cano"
gunMGT0PipeMachineGunBlueprint,"Diagrama de Metralhadora de Cano"
gunMGT0PipeMachineGunDesc,"Arma automática caseira que dispara munição 7.62 mm.\n\nConserte com cano de ferro curto.\nRecicle para obter ferro."
gunMGT1AK47,"Metralhadora AK-47"
gunMGT1AK47Desc,"Esta metralhadora AK-47 usa munição de 7,62 mm.\n\nConserte com o kit de reparos.\nRecicle para obter peças de metralhadora."
gunMGT1AK47Schematic,"Diagrama de Metralhadora AK-47"
gunMGT2TacticalAR,"Rifle de Assalto Tático"
gunMGT2TacticalARDesc,"Este rifle de assalto tático usa munição de 7,62 mm.\n\nConserte com o kit de reparos.\nRecicle para obter peças de metralhadora."
gunMGT2TacticalARSchematic,"Diagrama de Rifle de Assalto Tático"
gunMGT3M60,"Metralhadora M60"
gunMGT3M60Desc,"As metralhadoras são um pouco complicadas de usar, mas se destacam pelo disparo automático. Usa munição de 7,62 mm.\n\nConserte com o kit de reparos.\nRecicle para obter peças de metralhadora."
gunMGT3M60Schematic,"Diagrama de Metralhadora M60"
gunPistol,"Pistola"
gunPistolDesc,"Uma pistola básica desenvolvida pela Kiloton Balisticas para uso civil padrão. Requer uma revista para aprender a usar."
gunRifleT0PipeRifle,"Fuzil de cano"
gunRifleT0PipeRifleBlueprint,"Diagrama de Rifle de Cano"
gunRifleT0PipeRifleDesc,"Fuzil caseiro que dispara munição 7.62 mm.\n\nConserte com cano de ferro curto.\nRecicle para obter ferro."
gunRifleT1HuntingRifle,"Rifle de caça"
gunRifleT1HuntingRifleDesc,"Este rifle de caça comum entre fazendeiros usa munição de 7,62 mm.\n\nConserte com o kit de reparos.\nRecicle para obter peças de rifle."
gunRifleT1HuntingRifleSchematic,"Diagrama de Rifle de Caça"
gunRifleT2LeverActionRifle,"Fuzil de ação de alavanca"
gunRifleT2LeverActionRifleDesc,"Este fuzil de ação de alavanca usa munição de 7.62 mm e é sua primeira opção caso queira acertar na mosca.\nConserte com o kit de reparos.\nRecicle para obter peças de fuzil."
gunRifleT2LeverActionRifleSchematic,"Diagrama de fuzil de ação de alavanca"
gunRifleT2MarksmanRifle,"Rifle de Atirador"
gunRifleT2MarksmanRifleDesc,"Rifle de nível médio com bom poder de fogo"
gunRifleT3SniperRifle,"Fuzil de Precisão"
gunRifleT3SniperRifleDesc,"Este fuzil de longo alcance e alta precisão é perfeito para alvejar inimigos a grandes distâncias.\n\nRepare com um kit de reparos.\nRecicle para obter peças de rifle."
gunRifleT3SniperRifleSchematic,"Diagrama de Fuzil de Precisão"
gunShotgunT0PipeShotgun,"Espingarda de cano"
gunShotgunT0PipeShotgunBlueprint,"Diagrama de Espingarda de Cano"
gunShotgunT0PipeShotgunDesc,"Arma caseira que dispara balas de espingarda.\nEficaz quando usada de muito perto.\n\nConserte com cano de ferro curto.\nRecicle para obter ferro."
gunShotgunT1DoubleBarrel,"Espingarda de cano duplo"
gunShotgunT1DoubleBarrelDesc,"Uma espingarda de cano duplo velha e enferrujada, ótima para carnificina a curta distância.\n\nConserte com kit de reparos.\nRecicle para obter peças de espingarda."
gunShotgunT1DoubleBarrelSchematic,"Diagrama de Espingarda de Cano Duplo"
gunShotgunT2PumpShotgun,"Espingarda de ação bomba"
gunShotgunT2PumpShotgunDesc,"Uma espingarda de cano longo que usa cartuchos de munição.\n\nConserte com kit de reparos.\nRecicle para obter peças de espingarda."
gunShotgunT2PumpShotgunSchematic,"Diagrama de Espingarda de Ação Bomba"
gunShotgunT3AutoShotgun,"Espingarda Automática"
gunShotgunT3AutoShotgunDesc,"Esta espingarda semiautomática é uma arma rara e devastadora de curto alcance capaz de fazer picadinho de qualquer coisa no caminho.\n\nRepare com um kit de reparos.\nRecicle para obter peças de espingarda."
gunShotgunT3AutoShotgunSchematic,"Diagrama de Espingarda Automática"
headerDisplay,"Tela"
headerQuality,"Qualidade"
headerUI,"Interface de Usuário"
headerVideo,"Configurações de Vídeo"
hospital_01,"Hospital Pop-N-Pills"
hotel_01,"Hotel Zombona"
hotel_new_01,"Hotel"
hotel_ostrich,"Hotel Ostrich"
hotel_roadside_01,"Motel Eight"
hotel_roadside_02,"Suítes do Day's End"
house_burnt_01,"Casa Incendiada 1"
house_burnt_02,"Casa Incendiada 2"
house_burnt_03,"Casa Incendiada 3"
house_burnt_04,"Casa Incendiada 4"
house_burnt_05,"Casa Incendiada 5"
house_burnt_06,"Casa Incendiada 6"
house_construction_01,"Canteiro de Obras de Casas 1"
house_construction_02,"Canteiro de Obras de Casas 2"
house_country_01,"Casa Country"
house_modern_01,"Casa Moderna 1"
house_modern_02,"Casa Moderna 2"
house_modern_03,"Casa Moderna 3"
house_modern_04,"Casa Moderna 4"
house_modern_05,"Casa Moderna 5"
house_modern_06,"Casa Moderna 6"
house_modern_07,"Casa Moderna 7"
house_modern_08,"Casa Moderna 8"
house_modern_09,"Casa Moderna 9"
house_modern_10,"Casa Moderna 10"
house_modern_11,"Casa Moderna 11"
house_modern_12,"Casa Moderna 12"
house_modern_13,"Casa Moderna 13"
house_modern_14,"Casa Moderna 14"
house_modern_15,"Casa Moderna 15"
house_modern_16,"Casa Moderna 16"
house_modern_17,"Casa Moderna 17"
house_modern_18,"Casa Moderna 18"
house_modern_19,"Casa Moderna 19"
house_modern_20,"Casa Moderna 20"
house_modern_21,"Casa Moderna 21"
house_modern_22,"Casa Moderna 22"
house_modern_23,"Casa Moderna 23"
house_old_bungalow_01,"Bangalô 1"
house_old_bungalow_02,"Bangalô 2"
house_old_bungalow_03,"Bangalô 3"
house_old_bungalow_04,"Bangalô 4"
house_old_bungalow_05,"Bangalô 5"
house_old_bungalow_06,"Bangalô 6"
house_old_bungalow_07,"Bangalô 7"
house_old_bungalow_08,"Bangalô 8"
house_old_bungalow_09,"Bangalô 9"
house_old_bungalow_10,"Bangalô 10"
house_old_bungalow_11,"Bangalô 11"
house_old_bungalow_12,"Bangalô 12"
house_old_cottage_01_detail,"Detalhe da Casa de Campo Antiga"
house_old_cottage_01_path,"Caminho da Casa de Campo Antiga"
house_old_cottage_01_sleeper,"Casa de Campo Antiga"
house_old_gambrel_01,"Casa Gambrel 1"
house_old_gambrel_02,"Casa Gambrel 2"
house_old_gambrel_03,"Casa Gambrel 3"
house_old_gambrel_04,"Casa Gambrel 4"
house_old_mansard_01,"Casa velha mansarda 1"
house_old_mansard_02,"Casa velha mansarda 2"
house_old_mansard_03,"Casa velha mansarda 3"
house_old_mansard_04,"Casa velha mansarda 4"
house_old_mansard_05,"Casa velha mansarda 5"
house_old_mansard_06,"Casa velha mansarda 6"
house_old_modular_01,"Casa Modular 1"
house_old_modular_02,"Casa Modular 2"
house_old_modular_03,"Casa Modular 3"
house_old_modular_04,"Casa Modular 4"
house_old_modular_05,"Casa Modular 5"
house_old_modular_06,"Casa Modular 6"
house_old_modular_07,"Casa Modular 7"
house_old_modular_08,"Casa Modular 8"
house_old_pyramid_01,"Casa Pirâmide 1"
house_old_pyramid_02,"Casa Pirâmide 2"
house_old_pyramid_03,"Casa Pirâmide 3"
house_old_pyramid_04,"Casa Pirâmide 4"
house_old_pyramid_05,"Casa Pirâmide 5"
house_old_ranch_01,"Rancho 1"
house_old_ranch_02,"Rancho 2"
house_old_ranch_03,"Rancho 3"
house_old_ranch_04,"Rancho 4"
house_old_ranch_05,"Rancho 5"
house_old_ranch_06,"Rancho 6"
house_old_ranch_07,"Rancho 7"
house_old_ranch_08,"Rancho 8"
house_old_ranch_09,"Rancho 9"
house_old_ranch_10,"Rancho 10"
house_old_ranch_11,"Rancho 11"
house_old_spanish_01,"Rancho Suspeito"
house_old_tudor_01,"Casa Rústica 1"
house_old_tudor_02,"Casa Rústica 2"
house_old_tudor_03,"Casa Rústica 3"
house_old_tudor_04,"Casa Rústica 4"
house_old_tudor_05,"Casa Rústica 5"
house_old_tudor_06,"Casa Rústica 6"
house_old_victorian_01,"Casa Vitoriana 1"
house_old_victorian_02,"Casa Vitoriana 2"
house_old_victorian_03,"Casa Vitoriana 3"
house_old_victorian_04,"Casa Vitoriana 4"
house_old_victorian_05,"Casa Vitoriana 5"
house_old_victorian_06,"Casa Vitoriana 6"
house_old_victorian_07,"Casa Vitoriana 7"
house_old_victorian_08,"Casa Vitoriana 8"
house_old_victorian_09,"Casa Vitoriana 9"
house_old_victorian_10,"Casa Vitoriana 10"
house_old_victorian_11,"Casa Vitoriana 11"
house_old_victorian_12,"Casa Vitoriana 12"
house_old_victorian_13,"Casa Vitoriana 13"
houseFrontDoor1_v1Picked,"Porta\n[8FCE00](arrombada)[-]"
houseFrontDoor1_v2Picked,"Porta Reforçada\n[8FCE00](arrombada)[-]"
houseFrontDoor1_v3Picked,"Porta Reforçada v3\n[8FCE00](arrombada)[-]"
houseFrontDoor2_v1Picked,"Porta\n[8FCE00](arrombada)[-]"
houseFrontDoor2_v2Picked,"Porta Reforçada\n[8FCE00](arrombada)[-]"
houseFrontDoor2_v3Picked,"Porta Rreforçada v3\n[8FCE00](arrombada)[-]"
housing_development_01,"Canteiro de obras do beco sem saída"
hwy_overpass_sign_01,"Placa de viaduto da estrada"
inactiveBlockPrompt,"{0}\n[F44336](inativo)[-]"
indian_burial_grounds_01,"Cemitério"
industrial_business_08,"Fábrica de Papel PB"
industrialLight01_playerBlueprint,"Diagrama de Luz Industrial"
industrialLight01_playerBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
industrialLight02_playerBlueprint,"Diagrama de Lâmpada Industrial"
industrialLight02_playerBlueprintDesc,"Ensina a você uma nova receita de criação. Se você já souber essa receita ganha EXP quando usado."
infectionDesc,"Você está infectado. Use antibióticos, mel ou antibióticos fitoterapicos para curar a infecção. Se você deixar sem tratamento, a infecção te deixará cada vez mais fraco e por fim te matará."
inpActActionLockStack,"Travar Stack"
inpActDebugScreenshotName,"Captura de tela de depuração"
inpActGuiKeyboardSpaceName,"Tecla de Ação 5"
inpActInventorySlot10Name,"Espaço 10"
inpActInventorySlot11Name,"Espaço 11"
inpActInventorySlot12Name,"Espaço 12"
inpActInventorySlot9Name,"Espaço 9"
inpActLockSelectedSlotName,"Travar espaço do inventário"
inpActSkillsDesc,"Abre a aba de habilidades."
inpActSkillsName,"Habilidades"
inpActVehicleToggleSirenName,"Liga/Desl sirene"
inpActVehicleToggleTopLightName,"Liga/Desl luzes de teto"
installation_red_mesa,"Red Mesa"
iron,"Ferro"
ironDoor1_v1Picked,"Porta de Ferro\n[8FCE00](arrombada)[-]"
ironDoor1_v2Picked,"Porta de Ferro Reforçada\n[8FCE00](arrombada)[-]"
ironDoor1_v3Picked,"Porta de Ferro Reforçada v3\n[8FCE00](arrombada)[-]"
ironShapes:VariantHelper,"Formas de Ferro"
itemTooltipFocusedOne,"[8FCE00][{0}][-] Pegar: {1}"
itemTooltipFocusedSeveral,"[8FCE00][{0}][-] Pegar: {2} de {1}"
journalNutrition_title,"Nutrição"
journalNutrition,"Manter-se saudável no deserto não é uma tarefa fácil, então aqui estão alguns pontos para você começar:\n\nVocê precisa equilibrar 4 nutrientes principais: Gordura, Carboidratos (Carboidratos), Proteínas e Vitaminas.\n\nOs 3 primeiros determinam o seu nível geral de energia (calorias). As vitaminas determinam a força do seu sistema imunológico.\n\nContanto que as calorias permaneçam acima de 0, você não está morrendo e ter 0 vitaminas não é o fim do mundo, mas você estará mais suscetível a doenças.\n\nGerenciando todas os 4 nutrientes acima de 75% aumentarão passivamente o bem-estar. Se qualquer um dos 4 nutrientes ficar abaixo de 25%, você perderá o bem-estar.\n\nO bem-estar não pode ser inferior a 0 e cada ponto de bem-estar dá os seguintes bônus:\n- Adiciona 1 ao máximo de Saúde\n- Adiciona 1 ao máximo de Vigor \n- Adiciona 1 ao peso máximo de transporte\n- Adiciona 1% ao ganho de Experiência\n\nSe seu corpo tem 0 Calorias, então você está morrendo e:\n- Qualquer regeneração passiva de saúde é interrompida\n- Perde 2 de Saúde a cada minuto\n- A velocidade de regeneração de Vigor diminui\n- Reduz a regeneração de Vigor e o Vigor máximo disponível\n- Procure a ingestão de alimentos imediatamente."
journalTutorialQuest_title,"UL / Introdução"
journalTutorialQuest,"Bem-vindo ao [decea3]Undead Legacy[-]!\n\nVocê tem uma [decea3]Bolsa de Emergência[-] equipada em sua barra de ferramentas contendo equipamentos úteis para você começar, coloque a bolsa no chão e vasculhe pra pegar o que precisa.\n\nA missão [decea3]Introdução[-] vai te guiar através do basico da coleta e criação no [decea3]Undead Legacy[-].\n\n[decea3]Importante![-]\n\nVerifique seu [decea3]Diário[-] por tópicos que começam com [decea3]UL[-], você vai encontrar muito mais informações sobre a mecânica do [decea3]Undead Legacy[-]."
journalTutorialQuestSkipped_title,"UL / Introdução"
journalTutorialQuestSkipped,"Bem-vindo ao [decea3]Undead Legacy[-]!\n\nVocê tem uma [decea3]Bolsa de Emergência[-] equipada em sua barra de ferramentas contendo equipamentos úteis para você começar, coloque a bolsa no chão e vasculhe pra pegar o que precisa.\n\n[decea3]Importante![-]\n\nVerifique seu [decea3]Diário[-] por tópicos que começam com [decea3]UL[-], você vai encontrar muito mais informações sobre a mecânica do [decea3]Undead Legacy[-]."
junkyard_lg_01,"Ferro-velho grande"
junkyard_med_01,"Ferro-velho"
knowledge,"Notas de conhecimento"
large_park_01,"Parque Grande"
lblAcceptQuest,"Aceitar missão"
lblCancelQuest,"Cancelar missão"
lblClearInventory,"Limpar Invetário"
lblContextActionCraft,"Fabrique"
lblContextActionDrink,"Bebida"
lblContextActionDrop,"Largar"
lblContextActionEat,"Comer"
lblContextActionForge,"Forjar"
lblContextActionPin,"Fixar"
lblContextActionRead,"Ler"
lblContextActionResearch,"Pesquisar"
lblContextActionScrap,"Sucateie"
lblContextActionWear,"Usar"
lblLevel,"Nível: {0}"
lblRemoveQuest,"Remover missão"
lblShareQuest,"Compartilhar missão"
lead,"Chumbo"
leather,"Couro"
leatherPoncho,"Poncho"
leatherPonchoDesc,"Este poncho fornece um pouco de proteção e ajuda você a sobreviver ao clima quente."
lightPlayerNoPowerGroupDesc,"Não requer fonte de alimentação externa"
